Title,Release date,Year,Month,Season,runTime,Genre,MPAA_Rating,is_original,is_franchise,averageRating,numVotes,performance,Original,Franchise
Ferry,5/14/2021,2021,5,Spring,107,Crime drama,R,0,0,7,15130,Streaming-flop,Non-Original,Non-Francise
I Am All Girls,5/14/2021,2021,5,Spring,107,Thriller,NR,0,0,6,7906,Streaming-flop,Non-Original,Non-Francise
The Woman in the Window,5/14/2021,2021,5,Spring,101,Psychological thriller,R,0,0,5.7,89605,Streaming-flop,Non-Original,Non-Francise
Sardar Ka Grandson,5/18/2021,2021,5,Spring,139,Comedy,NR,0,0,4.3,5505,Streaming-flop,Non-Original,Non-Francise
Army of the Dead,5/21/2021,2021,5,Spring,148,Zombie/heist,R,0,0,5.8,199954,Streaming-flop,Non-Original,Non-Francise
Baggio: The Divine Ponytail,5/26/2021,2021,5,Spring,92,Biopic,NR,0,0,6.1,5646,Streaming-flop,Non-Original,Non-Francise
Ghost Lab,5/26/2021,2021,5,Spring,117,Horror,NR,0,0,5.2,1837,Streaming-flop,Non-Original,Non-Francise
Blue Miracle,5/27/2021,2021,5,Spring,96,Drama,NR,0,0,6.6,8691,Streaming-flop,Non-Original,Non-Francise
Carnaval,6/2/2021,2021,6,Summer,95,Comedy,NR,0,0,4.2,1120,Streaming-flop,Non-Original,Non-Francise
Dancing Queens,6/3/2021,2021,6,Summer,111,Drama,NR,0,0,5.8,2361,Streaming-flop,Non-Original,Non-Francise
Sweet & Sour,6/4/2021,2021,6,Summer,102,Romantic drama,NR,0,0,6.6,4000,Streaming-flop,Non-Original,Non-Francise
Trippin' with the Kandasamys,6/4/2021,2021,6,Summer,93,Comedy,NR,0,0,5.3,479,Streaming-flop,Non-Original,Non-Francise
Xtreme,6/4/2021,2021,6,Summer,112,Action,NR,0,0,5.8,5578,Streaming-hit,Non-Original,Non-Francise
Awake,6/9/2021,2021,6,Summer,97,Science fiction thriller,R,0,0,4.9,28697,Streaming-flop,Non-Original,Non-Francise
Skater Girl,6/11/2021,2021,6,Summer,109,Coming-of-age sports drama,PG,0,0,6.7,8272,Streaming-flop,Non-Original,Non-Francise
Jagame Thandhiram,6/18/2021,2021,6,Summer,158,Action thriller,Not Rated,0,0,5.8,13058,Streaming-flop,Non-Original,Non-Francise
Good on Paper,6/23/2021,2021,6,Summer,94,Comedy,R,0,0,5.6,15082,Streaming-flop,Non-Original,Non-Francise
America: The Motion Picture,6/30/2021,2021,6,Summer,98,Animation / comedy / historical fiction,R,0,0,5.6,8001,Streaming-flop,Non-Original,Non-Francise
The 8th Night,7/2/2021,2021,7,Summer,115,Thriller film,Not Rated,0,0,5.4,5292,Streaming-flop,Non-Original,Non-Francise
Haseen Dillruba,7/2/2021,2021,7,Summer,135,Romantic thriller,R,0,0,6.9,34939,Streaming-hit,Non-Original,Non-Francise
Last Summer,7/9/2021,2021,7,Summer,101,Romantic drama,Not Rated,0,0,6.2,4209,Streaming-flop,Non-Original,Non-Francise
A Classic Horror Story,7/14/2021,2021,7,Summer,95,Horror,NC-17,0,0,5.7,24556,Streaming-flop,Non-Original,Non-Francise
A Perfect Fit,7/15/2021,2021,7,Summer,112,Romantic comedy / drama,Not Rated,0,0,5.4,792,Streaming-flop,Non-Original,Non-Francise
My Amanda,7/15/2021,2021,7,Summer,89,Romance,Not Rated,0,0,5.9,420,Streaming-flop,Non-Original,Non-Francise
Deep,7/16/2021,2021,7,Summer,101,Science fiction,Not Rated,0,0,5,2053,Streaming-flop,Non-Original,Non-Francise
Blood Red Sky,7/23/2021,2021,7,Summer,123,Thriller,Not Rated,0,0,6.1,60080,Streaming-hit,Non-Original,Non-Francise
Bankrolled,7/23/2021,2021,7,Summer,97,Comedy,Not Rated,0,0,4.2,376,Streaming-flop,Non-Original,Non-Francise
Bartkowiak,7/28/2021,2021,7,Summer,91,Action,Not Rated,0,0,5.1,1553,Streaming-flop,Non-Original,Non-Francise
Resort to Love,7/29/2021,2021,7,Summer,101,Romantic comedy,Not Rated,0,0,5.7,7402,Streaming-hit,Non-Original,Non-Francise
The Last Mercenary,7/30/2021,2021,7,Summer,112,Action comedy,Not Rated,0,0,5.3,10404,Streaming-hit,Non-Original,Non-Francise
The Kissing Booth 3,8/11/2021,2021,8,Summer,113,Comedy drama,PG-13,0,1,4.8,26538,Streaming-flop,Non-Original,Francise
Beckett,8/13/2021,2021,8,Summer,110,Action thriller,R,0,0,5.7,30468,Streaming-flop,Non-Original,Non-Francise
Black Island,8/18/2021,2021,8,Summer,104,Thriller,Not Rated,0,0,5.2,3707,Streaming-flop,Non-Original,Non-Francise
The Secret Diary of an Exchange Student,8/18/2021,2021,8,Summer,96,Romantic comedy,Not Rated,0,0,5.5,1202,Streaming-hit,Non-Original,Non-Francise
Sweet Girl,8/20/2021,2021,8,Summer,110,Action,R,0,0,5.5,37965,Streaming-hit,Non-Original,Non-Francise
The Loud House Movie,8/20/2021,2021,8,Summer,87,Animation comedy,G,0,0,6,3454,Streaming-flop,Non-Original,Non-Francise
The Witcher: Nightmare of the Wolf,8/23/2021,2021,8,Summer,83,Animated dark fantasy,R,0,0,7.2,54885,Streaming-flop,Non-Original,Non-Francise
He's All That,8/27/2021,2021,8,Summer,91,Teen romantic comedy,Not Rated,1,1,4.4,32215,Streaming-flop,Original,Francise
Afterlife of the Party,9/2/2021,2021,9,Fall/Autumn,109,Comedy,Not Rated,0,0,5.8,11657,Streaming-flop,Non-Original,Non-Francise
JJ+E,9/8/2021,2021,9,Fall/Autumn,91,Romance,Not Rated,0,0,5.4,2911,Streaming-flop,Non-Original,Non-Francise
Kate,9/10/2021,2021,9,Fall/Autumn,106,Action thriller,R,0,0,6.3,76505,Streaming-hit,Non-Original,Non-Francise
Prey,9/10/2021,2021,9,Fall/Autumn,87,Thriller,Not Rated,0,0,4.4,10282,Streaming-flop,Non-Original,Non-Francise
Nightbooks,9/15/2021,2021,9,Fall/Autumn,100,Fantasy/horror,NR,0,0,5.8,11480,Streaming-flop,Non-Original,Non-Francise
Ankahi Kahaniya,9/17/2021,2021,9,Fall/Autumn,110,Anthology film,Not Rated,0,0,5.6,1070,Streaming-flop,Non-Original,Non-Francise
Confessions of an Invisible Girl,9/22/2021,2021,9,Fall/Autumn,91,Drama,Not Rated,0,0,5.3,1603,Streaming-hit,Non-Original,Non-Francise
Intrusion,9/22/2021,2021,9,Fall/Autumn,93,Thriller,Not Rated,0,0,5.3,24484,Streaming-flop,Non-Original,Non-Francise
The Starling,9/24/2021,2021,9,Fall/Autumn,104,Comedy drama,PG-13,0,0,6.4,16954,Streaming-flop,Non-Original,Non-Francise
Friendzone,9/29/2021,2021,9,Fall/Autumn,88,Romantic comedy,Not Rated,0,0,5.9,4857,Streaming-hit,Non-Original,Non-Francise
No One Gets Out Alive,9/29/2021,2021,9,Fall/Autumn,85,Horror,R,0,0,5.4,24348,Streaming-flop,Non-Original,Non-Francise
Sounds Like Love,9/29/2021,2021,9,Fall/Autumn,110,Romantic comedy,Not Rated,0,0,5.4,3013,Streaming-flop,Non-Original,Non-Francise
Forever Rich,10/1/2021,2021,10,Fall/Autumn,90,Thriller,R,0,0,5.6,1827,Streaming-flop,Non-Original,Non-Francise
Swallow,10/1/2021,2021,10,Fall/Autumn,128,Drama,Not Rated,0,0,4.1,246,Streaming-flop,Non-Original,Non-Francise
The Guilty,10/1/2021,2021,10,Fall/Autumn,91,Thriller,R,1,1,6.3,173014,Streaming-hit,Original,Francise
There's Someone Inside Your House,10/6/2021,2021,10,Fall/Autumn,96,Slasher,NR,0,0,4.9,22332,Streaming-flop,Non-Original,Non-Francise
Grudge,10/8/2021,2021,10,Fall/Autumn,106,Thriller,Not Rated,0,0,5.5,5216,Streaming-hit,Non-Original,Non-Francise
"My Brother, My Sister",10/8/2021,2021,10,Fall/Autumn,110,Drama,Not Rated,0,0,6.1,1294,Streaming-flop,Non-Original,Non-Francise
Bright: Samurai Soul,10/12/2021,2021,10,Fall/Autumn,80,Anime/fantasy,PG-13,0,0,5.5,1253,Streaming-flop,Non-Original,Non-Francise
Fever Dream,10/13/2021,2021,10,Fall/Autumn,93,Drama,R,0,0,5.4,2686,Streaming-flop,Non-Original,Non-Francise
Operation Hyacinth,10/13/2021,2021,10,Fall/Autumn,112,Drama,Not Rated,0,0,6.8,4984,Streaming-flop,Non-Original,Non-Francise
A World Without,10/14/2021,2021,10,Fall/Autumn,107,Science fiction / teen drama,Not Rated,0,0,3.9,484,Streaming-flop,Non-Original,Non-Francise
The Four of Us,10/15/2021,2021,10,Fall/Autumn,88,Comedy,Not Rated,0,0,5.4,1683,Streaming-flop,Non-Original,Non-Francise
Night Teeth,10/20/2021,2021,10,Fall/Autumn,108,Thriller,R,0,0,5.7,24208,Streaming-flop,Non-Original,Non-Francise
Stuck Together,10/20/2021,2021,10,Fall/Autumn,126,Comedy,Not Rated,0,0,6.3,8439,Streaming-hit,Non-Original,Non-Francise
Little Big Mouth,10/22/2021,2021,10,Fall/Autumn,94,Romantic comedy,Not Rated,0,0,4.3,228,Streaming-flop,Non-Original,Non-Francise
Hypnotic,10/27/2021,2021,10,Fall/Autumn,89,Thriller,Not Rated,0,0,5.3,22061,Streaming-flop,Non-Original,Non-Francise
Army of Thieves,10/29/2021,2021,10,Fall/Autumn,129,Romantic comedy / heist,R,0,0,6.4,97270,Streaming-hit,Non-Original,Non-Francise
The Harder They Fall,11/3/2021,2021,11,Fall/Autumn,139,Western,R,0,0,6.6,77109,Streaming-flop,Non-Original,Non-Francise
Love Hard,11/5/2021,2021,11,Fall/Autumn,106,Romantic comedy,Not Rated,0,0,6.3,68436,Streaming-hit,Non-Original,Non-Francise
Meenakshi Sundareshwar,11/5/2021,2021,11,Fall/Autumn,141,Romantic comedy,Not Rated,0,0,6.6,18995,Streaming-flop,Non-Original,Non-Francise
We Couldn't Become Adults,11/5/2021,2021,11,Fall/Autumn,124,Drama,Not Rated,0,0,6.5,1203,Streaming-flop,Non-Original,Non-Francise
Yara,11/5/2021,2021,11,Fall/Autumn,96,Drama,Not Rated,0,0,6.3,7447,Streaming-hit,Non-Original,Non-Francise
Father Christmas Is Back,11/7/2021,2021,11,Fall/Autumn,105,Comedy,Not Rated,0,0,4.6,8240,Streaming-flop,Non-Original,Non-Francise
Happiness Ever After,11/10/2021,2021,11,Fall/Autumn,99,Romantic drama,R,0,1,4.7,221,Streaming-flop,Non-Original,Francise
Passing,11/10/2021,2021,11,Fall/Autumn,99,Drama,PG-13,0,0,6.6,17588,Streaming-flop,Non-Original,Non-Francise
7 Prisoners,11/11/2021,2021,11,Fall/Autumn,94,Drama,Not Rated,0,0,7.1,10310,Streaming-flop,Non-Original,Non-Francise
Red Notice,11/12/2021,2021,11,Fall/Autumn,117,Action comedy,PG-13,0,0,6.3,351936,Streaming-hit,Non-Original,Non-Francise
Just Short of Perfect,11/18/2021,2021,11,Fall/Autumn,94,Romantic comedy,Not Rated,0,0,5.5,1408,Streaming-flop,Non-Original,Non-Francise
Dhamaka,11/19/2021,2021,11,Fall/Autumn,104,Action thriller,Not Rated,1,1,6.7,43940,Streaming-flop,Original,Francise
Love Me Instead,11/19/2021,2021,11,Fall/Autumn,124,Drama,Not Rated,0,0,7,3582,Streaming-flop,Non-Original,Non-Francise
"Tick, Tick... Boom!",11/19/2021,2021,11,Fall/Autumn,115,Musical,PG-13,0,0,7.5,128041,Streaming-flop,Non-Original,Non-Francise
A Castle for Christmas,11/26/2021,2021,11,Fall/Autumn,99,Romantic comedy,G,0,0,5.6,17240,Streaming-flop,Non-Original,Non-Francise
The Power of the Dog,12/1/2021,2021,12,Winter,128,Drama,R,0,0,6.8,221465,Streaming-flop,Non-Original,Non-Francise
Single All the Way,12/2/2021,2021,12,Winter,101,Holiday romantic comedy,Not Rated,0,0,6.2,21789,Streaming-flop,Non-Original,Non-Francise
The Whole Truth,12/2/2021,2021,12,Winter,125,Horror,R,0,0,5.3,5084,Streaming-hit,Non-Original,Non-Francise
Mixtape,12/3/2021,2021,12,Winter,97,Coming-of-age comedy drama,Not Rated,0,0,6.6,4513,Streaming-flop,Non-Original,Non-Francise
David and the Elves,12/6/2021,2021,12,Winter,106,Fantasy,Not Rated,0,0,5.3,1034,Streaming-flop,Non-Original,Non-Francise
The Claus Family 2,12/7/2021,2021,12,Winter,97,Fantasy,Not Rated,0,0,5.6,1240,Streaming-flop,Non-Original,Non-Francise
Asakusa Kid,12/9/2021,2021,12,Winter,123,Drama,Not Rated,0,0,7.2,2007,Streaming-flop,Non-Original,Non-Francise
Anonymously Yours,12/10/2021,2021,12,Winter,101,Romantic comedy,R,0,0,5.8,2776,Streaming-hit,Non-Original,Non-Francise
Back to the Outback,12/10/2021,2021,12,Winter,95,CGI animation comedy,PG,0,0,6.5,12321,Streaming-hit,Non-Original,Non-Francise
The Unforgivable,12/10/2021,2021,12,Winter,114,Drama,R,0,0,7.2,127401,Streaming-hit,Non-Original,Non-Francise
The Hand of God,12/15/2021,2021,12,Winter,130,Drama,R,0,0,7.3,53929,Streaming-flop,Non-Original,Non-Francise
A Naija Christmas,12/16/2021,2021,12,Winter,121,Romantic comedy,Not Rated,0,0,5,499,Streaming-flop,Non-Original,Non-Francise
Grumpy Christmas,12/21/2021,2021,12,Winter,87,Comedy,Not Rated,0,0,4.5,492,Streaming-flop,Non-Original,Non-Francise
1000 Miles from Christmas,12/24/2021,2021,12,Winter,102,Christmas film,Not Rated,0,0,5.9,2321,Streaming-flop,Non-Original,Non-Francise
Don't Look Up,12/24/2021,2021,12,Winter,138,Science fiction comedy,R,0,0,7.1,665319,Streaming-hit,Non-Original,Non-Francise
Lulli,12/26/2021,2021,12,Winter,90,Comedy,Not Rated,0,0,4.9,2064,Streaming-flop,Non-Original,Non-Francise
How I Fell in Love with a Gangster,1/12/2022,2022,1,Winter,179,Drama,NR,0,0,6.1,3236,Streaming-hit,Non-Original,Non-Francise
Brazen,1/13/2022,2022,1,Winter,96,Romantic thriller,Not Rated,0,0,4.2,14723,Streaming-flop,Non-Original,Non-Francise
The Royal Treatment,1/20/2022,2022,1,Winter,97,Romance,Not Rated,0,0,5.3,12642,Streaming-flop,Non-Original,Non-Francise
Amandla,1/21/2022,2022,1,Winter,106,Drama,Not Rated,0,0,5.6,485,Streaming-flop,Non-Original,Non-Francise
My Father's Violin,1/21/2022,2022,1,Winter,112,Drama,Not Rated,0,0,6.5,4441,Streaming-flop,Non-Original,Non-Francise
Home Team,1/28/2022,2022,1,Winter,97,Sports comedy,PG,0,0,6,24119,Streaming-flop,Non-Original,Non-Francise
Looop Lapeta,2/4/2022,2022,2,Winter,131,Romantic thriller,R,1,1,5.2,5356,Streaming-flop,Original,Francise
Through My Window,2/4/2022,2022,2,Winter,113,Drama,R,0,0,5.5,24816,Streaming-hit,Non-Original,Non-Francise
The Privilege,2/9/2022,2022,2,Winter,107,Horror,R,0,0,4.7,6790,Streaming-flop,Non-Original,Non-Francise
Into the Wind,2/10/2022,2022,2,Winter,108,Romantic drama,Not Rated,0,0,5.3,1370,Streaming-flop,Non-Original,Non-Francise
Love and Leashes,2/11/2022,2022,2,Winter,118,Romantic comedy,R,0,0,6.3,7909,Streaming-flop,Non-Original,Non-Francise
Love Tactics,2/11/2022,2022,2,Winter,98,Romantic comedy,Not Rated,0,0,5.4,7080,Streaming-hit,Non-Original,Non-Francise
Tall Girl 2,2/11/2022,2022,2,Winter,101,Teen romantic comedy,Not Rated,0,1,4.7,7612,Streaming-flop,Non-Original,Francise
Fistful of Vengeance,2/17/2022,2022,2,Winter,96,Supernatural martial arts drama,R,0,0,4.5,8083,Streaming-flop,Non-Original,Non-Francise
Texas Chainsaw Massacre,2/18/2022,2022,2,Winter,83,Slasher,R,1,1,4.7,69641,Streaming-flop,Original,Francise
UFO,2/23/2022,2022,2,Winter,110,Drama,Not Rated,0,0,5.1,2907,Streaming-flop,Non-Original,Non-Francise
Restless,2/25/2022,2022,2,Winter,96,Action thriller,R,1,1,5.8,5994,Streaming-hit,Original,Francise
Against the Ice,3/2/2022,2022,3,Spring,103,Survival,R,0,0,6.5,31544,Streaming-flop,Non-Original,Non-Francise
The Weekend Away,3/3/2022,2022,3,Spring,91,Thriller,PG-13,0,0,5.7,35694,Streaming-flop,Non-Original,Non-Francise
The Adam Project,3/11/2022,2022,3,Spring,106,Science fiction,PG-13,0,0,6.7,255832,Streaming-hit,Non-Original,Non-Francise
Rescued by Ruby,3/17/2022,2022,3,Spring,93,Drama,G,0,0,7.2,13479,Streaming-flop,Non-Original,Non-Francise
Black Crab,3/18/2022,2022,3,Spring,114,Thriller,R,0,0,5.7,28507,Streaming-hit,Non-Original,Non-Francise
Windfall,3/18/2022,2022,3,Spring,92,Thriller,R,0,0,5.7,28516,Streaming-flop,Non-Original,Non-Francise
In Good Hands,3/21/2022,2022,3,Spring,104,Romantic comedy,Not Rated,0,0,5.8,4671,Streaming-hit,Non-Original,Non-Francise
Love Like the Falling Petals,3/24/2022,2022,3,Spring,129,Drama,Not Rated,0,0,6.6,1074,Streaming-flop,Non-Original,Non-Francise
All Hail,3/30/2022,2022,3,Spring,118,Drama,Not Rated,0,0,5.6,4440,Streaming-hit,Non-Original,Non-Francise
Battle: Freestyle,4/1/2022,2022,4,Spring,88,Romantic drama,Not Rated,0,1,4.7,727,Streaming-flop,Non-Original,Francise
The Bubble,4/1/2022,2022,4,Spring,126,Comedy,R,0,1,4.7,30317,Streaming-flop,Non-Original,Francise
Cobalt Blue,4/2/2022,2022,4,Spring,112,Romantic drama,Not Rated,0,0,6.6,2798,Streaming-flop,Non-Original,Non-Francise
Dancing on Glass,4/8/2022,2022,4,Spring,139,Drama,Not Rated,0,0,5.6,1142,Streaming-flop,Non-Original,Non-Francise
Metal Lords,4/8/2022,2022,4,Spring,98,Musical comedy drama,R,0,0,6.7,36487,Streaming-flop,Non-Original,Non-Francise
Yaksha: Ruthless Operations,4/8/2022,2022,4,Spring,125,Spy,Not Rated,0,0,6.3,5248,Streaming-hit,Non-Original,Non-Francise
Choose or Die,4/15/2022,2022,4,Spring,85,Horror,NR,0,0,4.8,28697,Streaming-flop,Non-Original,Non-Francise
Man of God,4/16/2022,2022,4,Spring,111,Drama,Not Rated,0,0,4,227,Streaming-flop,Non-Original,Non-Francise
365 Days: This Day,4/27/2022,2022,4,Spring,111,Erotic thriller,R,0,1,2.7,28005,Streaming-hit,Non-Original,Francise
Silverton Siege,4/27/2022,2022,4,Spring,101,Action thriller,PG-13,0,0,6.3,4803,Streaming-flop,Non-Original,Non-Francise
Bubble,4/28/2022,2022,4,Spring,101,Anime,PG,0,0,6.4,9615,Streaming-flop,Non-Original,Non-Francise
Along for the Ride,5/6/2022,2022,5,Spring,107,Drama,Not Rated,0,0,6.2,10601,Streaming-flop,Non-Original,Non-Francise
The Takedown,5/6/2022,2022,5,Spring,121,Action comedy,Not Rated,0,0,5.8,9586,Streaming-hit,Non-Original,Non-Francise
Thar,5/6/2022,2022,5,Spring,108,Western thriller,Not Rated,0,0,6.1,8324,Streaming-flop,Non-Original,Non-Francise
Senior Year,5/13/2022,2022,5,Spring,113,Comedy,R,0,0,5.5,47863,Streaming-hit,Non-Original,Non-Francise
Toscana,5/18/2022,2022,5,Spring,90,Drama,Not Rated,0,0,6.1,84,Streaming-hit,Non-Original,Non-Francise
A Perfect Pairing,5/19/2022,2022,5,Spring,102,Romantic comedy,PG,0,0,6.1,19293,Streaming-hit,Non-Original,Non-Francise
F*ck Love Too,5/20/2022,2022,5,Spring,92,Romantic comedy,Not Rated,0,0,3.9,1522,Streaming-hit,Non-Original,Non-Francise
Godspeed,5/23/2022,2022,5,Spring,119,Drama,Not Rated,0,0,6.5,3721,Streaming-flop,Non-Original,Non-Francise
Interceptor,6/3/2022,2022,6,Summer,98,Action drama,Not Rated,0,0,4.7,29442,Streaming-flop,Non-Original,Non-Francise
Hustle,6/8/2022,2022,6,Summer,118,Sports,R,0,0,7.3,162766,Streaming-hit,Non-Original,Non-Francise
Heart Parade,6/15/2022,2022,6,Summer,108,Romantic comedy,Not Rated,0,0,5.1,881,Streaming-flop,Non-Original,Non-Francise
The Wrath of God,6/15/2022,2022,6,Summer,98,Thriller,Not Rated,0,0,5.8,5565,Streaming-flop,Non-Original,Non-Francise
Spiderhead,6/17/2022,2022,6,Summer,107,Science fiction action thriller,R,0,0,5.5,72501,Streaming-flop,Non-Original,Non-Francise
Doom of Love,6/20/2022,2022,6,Summer,100,Drama,Not Rated,0,0,4.9,2813,Streaming-flop,Non-Original,Non-Francise
Love & Gelato,6/22/2022,2022,6,Summer,112,Romance,PG-13,0,0,5.2,7332,Streaming-flop,Non-Original,Non-Francise
Blasted,6/28/2022,2022,6,Summer,115,Science fiction / comedy,Not Rated,0,0,4.8,2762,Streaming-flop,Non-Original,Non-Francise
Beauty,6/29/2022,2022,6,Summer,95,Drama,R,0,0,4.2,928,Streaming-flop,Non-Original,Non-Francise
Dangerous Liaisons,7/8/2022,2022,7,Summer,109,Romantic drama,R,0,0,4.2,2694,Streaming-hit,Non-Original,Non-Francise
Jewel,7/8/2022,2022,7,Summer,80,Drama,R,0,0,3.5,185,Streaming-flop,Non-Original,Non-Francise
The Sea Beast,7/8/2022,2022,7,Summer,119,CGI animation adventure,PG,0,0,7,64752,Streaming-hit,Non-Original,Non-Francise
For Jojo,7/11/2022,2022,7,Summer,90,Drama,R,0,0,4,372,Streaming-flop,Non-Original,Non-Francise
Under the Amalfi Sun,7/13/2022,2022,7,Summer,90,Comedy drama,PG-13,0,0,5.4,1633,Streaming-flop,Non-Original,Non-Francise
